"Year"	"Month"	"Day"	"TempMin"	"Matin.Piche"	"TempMax"	"Soir.Piche"	"Rainfall"	"Comments"	"Lacking"	"dates"	"julian"	"tminauto"	"tmaxauto"	"rainauto"	"tmine"	"tmaxe"	"raine"
2007	11	9	22.8	1.6	31.1	2.1	8.3	""	"no"	2007-11-09	9Nov2007	22.48	29.12	8.8	22.8	31.1	8.3
2007	11	10	22	2.2	33	2.6	6.2	""	"no"	2007-11-10	10Nov2007	21.72	31.24	6.6	22	33	6.2
2007	11	11	21.8	2.7	32.7	3.1	7.6	""	"no"	2007-11-11	11Nov2007	21.54	30.64	8	21.8	32.7	7.6
2007	11	12	22.2	3.1	33.7	3.7	0.1	""	"no"	2007-11-12	12Nov2007	21.97	31.68	0	22.2	33.7	0.1
2007	11	13	22	3.7	33.4	4.1	4.9	""	"no"	2007-11-13	13Nov2007	21.75	30.38	5	22	33.4	4.9
2007	11	14	22	4.2	33.5	4.8	0.2	""	"no"	2007-11-14	14Nov2007	21.75	31.8	0.2	22	33.5	0.2
2007	11	15	22.7	4.9	34.3	5.6	0	""	"no"	2007-11-15	15Nov2007	22.48	31.98	0	22.7	34.3	0
2007	11	16	22.1	5.7	33.7	6.7	0	""	"no"	2007-11-16	16Nov2007	21.82	31.74	0	22.1	33.7	0
2007	11	17	21.2	6.8	34.5	9	0	""	"no"	2007-11-17	17Nov2007	20.94	32.09	0	21.2	34.5	0
2007	11	18	22	9.1	34.4	10.2	0	""	"no"	2007-11-18	18Nov2007	21.76	32.17	0	22	34.4	0
2007	11	19	22	10.2	34.1	10.7	0.4	""	"no"	2007-11-19	19Nov2007	21.6	31.77	0.4	22	34.1	0.4
2007	11	20	21.4	10.8	34.7	11.1	0.6	""	"no"	2007-11-20	20Nov2007	20.97	31.8	0.4	21.4	34.7	0.6
2007	11	21	22	11.2	34.1	12.3	7.1	""	"no"	2007-11-21	21Nov2007	21.63	31.73	7.8	22	34.1	7.1
2007	11	22	22.1	12.3	32.5	12.9	20.3	""	"no"	2007-11-22	22Nov2007	21.82	30.81	22.6	22.1	32.5	20.3
2007	11	23	22	13	31.1	13.4	13	""	"no"	2007-11-23	23Nov2007	21.66	29.29	13.8	22	31.1	13
2007	11	24	23.3	13.4	32.6	14.7	11.6	""	"no"	2007-11-24	24Nov2007	22.79	30.91	11.8	23.3	32.6	11.6
2007	11	25	23.1	14.8	29.7	15.3	21.7	""	"no"	2007-11-25	25Nov2007	22.92	28.46	21.6	23.1	29.7	21.7
2007	11	26	22.5	15.3	NA	0.5	2.9	""	"no"	2007-11-26	26Nov2007	22.39	28.33	12.4	22.5	29.8218663	2.9
2007	11	27	22.5	0.5	30.7	1.2	12.2	""	"no"	2007-11-27	27Nov2007	22.62	29.33	3.4	22.5	30.7	12.2
2007	11	28	22.2	1.3	30.4	1.8	3.1	""	"no"	2007-11-28	28Nov2007	21.85	29.2	3.2	22.2	30.4	3.1
2007	11	29	22.5	1.8	32.7	2.7	0.5	""	"no"	2007-11-29	29Nov2007	22.15	30.71	0.2	22.5	32.7	0.5
2007	11	30	NA	2.8	30.4	3.2	3.47	""	"no"	2007-11-30	30Nov2007	22.72	29.25	3.6	22.9805168	30.4	3.47
2007	12	1	NA	3.3	33	4.1	0.1	""	"no"	2007-12-01	1Dec2007	22.36	30.91	0	22.6368284	33	0.1
2007	12	2	22.4	4.3	28.3	4.6	1	""	"no"	2007-12-02	2Dec2007	21.94	27.23	1	22.4	28.3	1
2007	12	3	NA	4.7	33.6	5.2	0	""	"no"	2007-12-03	3Dec2007	23.23	30.93	1.8	23.4674087	33.6	0
2007	12	4	NA	5.5	33.2	5.9	4.4	""	"no"	2007-12-04	4Dec2007	23.5	31.65	2.8	23.725175	33.2	4.4
2007	12	5	22.9	6	33.8	6.8	0.1	""	"no"	2007-12-05	5Dec2007	22.62	31.47	0.2	22.9	33.8	0.1
2007	12	6	22.4	7	31.6	7.6	12.1	""	"no"	2007-12-06	6Dec2007	22.03	30.51	12	22.4	31.6	12.1
2007	12	7	22.1	7.6	33.7	8.2	0.5	""	"no"	2007-12-07	7Dec2007	21.88	31.74	0.8	22.1	33.7	0.5
2007	12	8	23	8.3	31.6	8.9	56.3	""	"no"	2007-12-08	8Dec2007	22.18	28.81	58.2	23	31.6	56.3
2007	12	9	21.7	8.9	31	9.4	5.3	""	"no"	2007-12-09	9Dec2007	21.45	28.64	2.6	21.7	31	5.3
2007	12	10	22	9.4	32.2	9.9	8.5	""	"no"	2007-12-10	10Dec2007	21.76	30.49	9.4	22	32.2	8.5
2007	12	11	22.4	9.9	31.7	10.5	0.5	""	"no"	2007-12-11	11Dec2007	22.06	29.95	0.4	22.4	31.7	0.5
2007	12	12	23.1	10.5	30.3	11.1	2.1	""	"no"	2007-12-12	12Dec2007	22.89	29.68	2	23.1	30.3	2.1
2007	12	13	23.4	11.1	30.4	11.7	0.2	""	"no"	2007-12-13	13Dec2007	23.16	29.25	0.2	23.4	30.4	0.2
2007	12	14	22.5	11.7	NA	NA	0.2	""	"no"	2007-12-14	14Dec2007	22.06	30.29	0.2	22.5	31.9290819	0.2
2007	12	15	NA	NA	NA	NA	NA	""	"yes"	2007-12-15	15Dec2007	22.18	29.9	13.6	22.4649842	31.509789	12.564129
2007	12	16	NA	NA	NA	NA	NA	""	"yes"	2007-12-16	16Dec2007	22.12	28.02	16.2	22.4077028	29.4885822	14.941426
2007	12	17	NA	NA	NA	NA	NA	""	"yes"	2007-12-17	17Dec2007	22.12	24.09	36.6	22.4077028	25.2633999	33.594064
2007	12	18	NA	NA	NA	NA	NA	""	"yes"	2007-12-18	18Dec2007	21.88	29.16	3.8	22.1785772	30.7142076	3.603548
2007	12	19	NA	NA	NA	NA	NA	""	"yes"	2007-12-19	19Dec2007	21.73	25.36	7.2	22.0353737	26.6287896	6.712321
2007	12	20	NA	NA	NA	NA	NA	""	"yes"	2007-12-20	20Dec2007	22.36	25.71	3.8	22.6368284	27.0050781	3.603548
2007	12	21	NA	NA	NA	NA	NA	""	"yes"	2007-12-21	21Dec2007	22.15	29.82	8.6	22.4363435	31.4237802	7.992404
2007	12	22	NA	NA	NA	NA	NA	""	"yes"	2007-12-22	22Dec2007	22.27	29.86	4.8	22.5509063	31.4667846	4.517893
2007	12	23	NA	NA	NA	NA	NA	""	"yes"	2007-12-23	23Dec2007	22.45	29.33	13.2	22.7227505	30.8969763	12.198391
2007	12	24	NA	NA	NA	NA	NA	""	"yes"	2007-12-24	24Dec2007	22.65	30.47	11	22.9136885	32.1226017	10.186832
2007	12	25	NA	NA	NA	NA	NA	""	"yes"	2007-12-25	25Dec2007	22.79	30.71	1.6	23.0473451	32.3806281	1.591989
2007	12	26	NA	NA	NA	NA	NA	""	"yes"	2007-12-26	26Dec2007	22.21	30.78	0.2	22.4936249	32.4558858	0.311906
2007	12	27	NA	NA	NA	NA	NA	""	"yes"	2007-12-27	27Dec2007	22.09	28.81	11.2	22.3790621	30.3379191	10.369701
2007	12	28	NA	NA	NA	NA	NA	""	"yes"	2007-12-28	28Dec2007	22.51	26.41	11	22.7800319	27.7576551	10.186832
2007	12	29	NA	NA	NA	NA	NA	""	"yes"	2007-12-29	29Dec2007	22.51	26.41	1.4	22.7800319	27.7576551	1.40912
2007	12	30	NA	NA	NA	NA	NA	""	"yes"	2007-12-30	30Dec2007	22.06	28.29	1.8	22.3504214	29.7788619	1.774858
2007	12	31	NA	NA	NA	NA	NA	""	"yes"	2007-12-31	31Dec2007	20.88	25.75	18	21.2238872	27.0480825	16.587247
2008	1	1	NA	NA	NA	NA	NA	""	"yes"	2008-01-01	1Jan2008	21.12	26.18	0.6	21.4530128	27.5103798	0.677644
2008	1	2	NA	NA	NA	NA	NA	""	"yes"	2008-01-02	2Jan2008	21.69	29.95	0	21.9971861	31.5635445	0.129037
2008	1	3	NA	NA	NA	NA	NA	""	"yes"	2008-01-03	3Jan2008	22.36	29.99	0	22.6368284	31.6065489	0.129037
2008	1	4	NA	NA	NA	NA	NA	""	"yes"	2008-01-04	4Jan2008	21.79	29.2	1.4	22.0926551	30.757212	1.40912
2008	1	5	NA	NA	NA	NA	NA	""	"yes"	2008-01-05	5Jan2008	21.24	29.29	0.4	21.5675756	30.8539719	0.494775
2008	1	6	NA	NA	NA	NA	NA	""	"yes"	2008-01-06	6Jan2008	21.94	29.12	8.8	22.2358586	30.6712032	8.175273
2008	1	7	NA	NA	NA	NA	NA	""	"yes"	2008-01-07	7Jan2008	22.27	27.34	4	22.5509063	28.7575074	3.786417
2008	1	8	NA	NA	NA	NA	NA	""	"yes"	2008-01-08	8Jan2008	21.12	29.03	0	21.4530128	30.5744433	0.129037
2008	1	9	NA	NA	NA	NA	NA	""	"yes"	2008-01-09	9Jan2008	22.27	28.24	23.4	22.5509063	29.7251064	21.52471
2008	1	10	NA	NA	NA	NA	NA	""	"yes"	2008-01-10	10Jan2008	22.03	28.68	26.4	22.3217807	30.1981548	24.267745
2008	1	11	NA	NA	NA	NA	NA	""	"yes"	2008-01-11	11Jan2008	22.79	28.98	8.2	23.0473451	30.5206878	7.626666
2008	1	12	NA	NA	NA	NA	NA	""	"yes"	2008-01-12	12Jan2008	21.45	29.82	26.2	21.7680605	31.4237802	24.084876
2008	1	13	NA	NA	NA	NA	NA	""	"yes"	2008-01-13	13Jan2008	23.06	29.6	8.4	23.3051114	31.187256	7.809535
2008	1	14	NA	NA	NA	NA	NA	""	"yes"	2008-01-14	14Jan2008	21.88	28.42	3.2	22.1785772	29.9186262	3.054941
2008	1	15	NA	NA	NA	NA	NA	""	"yes"	2008-01-15	15Jan2008	21.51	27.42	2.6	21.8253419	28.8435162	2.506334
2008	1	16	NA	NA	NA	NA	NA	""	"yes"	2008-01-16	16Jan2008	20.57	29.86	4	20.9279333	31.4667846	3.786417
2008	1	17	NA	NA	NA	NA	NA	""	"yes"	2008-01-17	17Jan2008	21.79	28.37	4	22.0926551	29.8648707	3.786417
2008	1	18	NA	NA	NA	NA	NA	""	"yes"	2008-01-18	18Jan2008	21.54	27.67	3.6	21.8539826	29.1122937	3.420679
2008	1	19	NA	NA	NA	NA	NA	""	"yes"	2008-01-19	19Jan2008	22.48	27.15	0	22.7513912	28.5532365	0.129037
2008	1	20	NA	NA	NA	NA	NA	""	"yes"	2008-01-20	20Jan2008	22.45	29.16	1.2	22.7227505	30.7142076	1.226251
2008	1	21	NA	NA	NA	NA	NA	""	"yes"	2008-01-21	21Jan2008	21.72	28.94	0	22.0258268	30.4776834	0.129037
2008	1	22	NA	NA	NA	NA	NA	""	"yes"	2008-01-22	22Jan2008	21	29.07	0.8	21.33845	30.6174477	0.860513
2008	1	23	NA	NA	28.4	0.5	3.2	""	"no"	2008-01-23	23Jan2008	20.51	26.45	3.8	20.8706519	28.4	3.2
2008	1	24	22.6	0.9	29.3	1.7	4.5	""	"no"	2008-01-24	24Jan2008	22.39	28.24	5.4	22.6	29.3	4.5
2008	1	25	23.1	1.9	29.8	2.5	3.9	""	"no"	2008-01-25	25Jan2008	22.55	28.63	3.2	23.1	29.8	3.9
2008	1	26	22.6	2.6	29.7	3.7	0.3	""	"no"	2008-01-26	26Jan2008	21.72	28.42	0.2	22.6	29.7	0.3
2008	1	27	21.4	4	32	5.7	0	""	"no"	2008-01-27	27Jan2008	21	29.2	0	21.4	32	0
2008	1	28	20.5	5.9	32	6.9	0.4	""	"no"	2008-01-28	28Jan2008	20.24	29.46	0.6	20.5	32	0.4
2008	1	29	21.8	7.1	30.5	7.9	0.5	""	"no"	2008-01-29	29Jan2008	21.6	29.38	1.4	21.8	30.5	0.5
2008	1	30	23	8.2	30.1	8.9	13.6	""	"no"	2008-01-30	30Jan2008	22.72	28.15	13.6	23	30.1	13.6
2008	1	31	23.4	9.7	30.5	10.9	0	""	"no"	2008-01-31	31Jan2008	22.36	28.9	0	23.4	30.5	0
2008	2	1	21.1	11	32.7	12	0	""	"no"	2008-02-01	1Feb2008	20.85	31.25	0	21.1	32.7	0
2008	2	2	21.6	12.2	30.1	12.9	0	""	"no"	2008-02-02	2Feb2008	21.36	28.42	0	21.6	30.1	0
2008	2	3	22	13	29.7	13.5	7.4	""	"no"	2008-02-03	3Feb2008	21.82	28.63	8	22	29.7	7.4
2008	2	4	22.5	13.5	27	13.9	10.4	""	"no"	2008-02-04	4Feb2008	22.21	25.67	10.4	22.5	27	10.4
2008	2	5	23	13.9	30	14.8	19.8	""	"no"	2008-02-05	5Feb2008	22.48	28.77	25.2	23	30	19.8
2008	2	6	22.3	14.8	28.7	14.8	8.5	""	"no"	2008-02-06	6Feb2008	22.03	27.27	5.4	22.3	28.7	8.5
2008	2	7	23.1	14.8	28.3	15.1	4.4	""	"no"	2008-02-07	7Feb2008	22.24	26.84	4.4	23.1	28.3	4.4
2008	2	8	22	15.2	NA	NA	0.1	""	"no"	2008-02-08	8Feb2008	21.94	26.84	20.6	22	28.2199524	0.1
2008	2	9	22.1	NA	29.7	16.1	24.6	""	"no"	2008-02-09	9Feb2008	22.09	27.63	29.8	22.1	29.7	24.6
2008	2	10	22.2	16.1	27.5	16.4	11.4	""	"no"	2008-02-10	10Feb2008	22.06	26.41	8	22.2	27.5	11.4
2008	2	11	22.2	15.9	25.2	0.1	35.7	""	"no"	2008-02-11	11Feb2008	22.48	24.15	37.6	22.2	25.2	35.7
2008	2	12	22.6	0.1	26.4	0.2	25.7	""	"no"	2008-02-12	12Feb2008	22.36	25.24	26.2	22.6	26.4	25.7
2008	2	13	22.4	0.2	31.2	1	0.2	""	"no"	2008-02-13	13Feb2008	22.09	29.68	0	22.4	31.2	0.2
2008	2	14	22.5	1.1	29	1.4	0.4	""	"no"	2008-02-14	14Feb2008	22.36	27.19	0.2	22.5	29	0.4
2008	2	15	23	1.7	26.2	1.8	7.9	""	"no"	2008-02-15	15Feb2008	22.24	25.2	8.6	23	26.2	7.9
2008	2	16	22.4	1.9	28.1	2.1	1.9	""	"no"	2008-02-16	16Feb2008	22.09	26.92	2	22.4	28.1	1.9
2008	2	17	22.3	2.2	27.7	2.3	23.2	""	"no"	2008-02-17	17Feb2008	21.91	26.21	24	22.3	27.7	23.2
2008	2	18	22.7	2.3	27.4	2.4	23.7	""	"no"	2008-02-18	18Feb2008	22.45	26.41	25	22.7	27.4	23.7
2008	2	19	23	2.4	27.2	2.5	20.1	""	"no"	2008-02-19	19Feb2008	22	25.52	21	23	27.2	20.1
2008	2	20	22.1	2.6	27.2	2.9	48.2	""	"no"	2008-02-20	20Feb2008	21.82	26.25	50.4	22.1	27.2	48.2
2008	2	21	22.1	2.9	29	3.1	8	""	"no"	2008-02-21	21Feb2008	21.51	27.38	7.6	22.1	29	8
2008	2	22	21.8	3.2	29.6	3.5	0.8	""	"no"	2008-02-22	22Feb2008	21.54	28.33	2.6	21.8	29.6	0.8
2008	2	23	22	3.6	31.2	3.9	29.7	""	"no"	2008-02-23	23Feb2008	21.78	29.77	27.8	22	31.2	29.7
2008	2	24	22.5	3.9	30.1	4.1	19.2	""	"no"	2008-02-24	24Feb2008	22.24	28.59	20.4	22.5	30.1	19.2
2008	2	25	22.4	4.2	29.8	4.5	13.5	""	"no"	2008-02-25	25Feb2008	22.06	27.89	14.6	22.4	29.8	13.5
2008	2	26	23	4.6	31	5.1	0.6	""	"no"	2008-02-26	26Feb2008	22.27	29.86	0.4	23	31	0.6
2008	2	27	21.4	5.2	31.1	5.6	11.8	""	"no"	2008-02-27	27Feb2008	21.24	29.82	13	21.4	31.1	11.8
2008	2	28	23	5.6	27.4	5.8	33.9	""	"no"	2008-02-28	28Feb2008	22.86	24.84	36.2	23	27.4	33.9
2008	2	29	23.5	5.9	30	6.4	0.4	""	"no"	2008-02-29	29Feb2008	23.13	29.03	0.4	23.5	30	0.4
2008	3	1	23	6.5	29.4	6.8	6.4	""	"no"	2008-03-01	1Mar2008	22.06	27.76	7.4	23	29.4	6.4
2008	3	2	22	6.9	26.3	7.1	1.1	""	"no"	2008-03-02	2Mar2008	21.73	25.2	11.6	22	26.3	1.1
2008	3	3	21.6	7.1	26.5	7.3	11.3	""	"no"	2008-03-03	3Mar2008	21.45	25.71	11.6	21.6	26.5	11.3
2008	3	4	22	7.3	26.8	7.6	25.2	""	"no"	2008-03-04	4Mar2008	21.85	25.24	27.4	22	26.8	25.2
2008	3	5	22	7.6	29.6	8.1	13.6	""	"no"	2008-03-05	5Mar2008	21.72	28.07	14.4	22	29.6	13.6
2008	3	6	23	8.2	27.2	8.5	12.9	""	"no"	2008-03-06	6Mar2008	21.91	26.33	13.4	23	27.2	12.9
2008	3	7	21.9	8.5	29.1	9	37.5	""	"no"	2008-03-07	7Mar2008	21.57	28.2	41.2	21.9	29.1	37.5
2008	3	8	22	9	30.5	9.7	4.9	""	"no"	2008-03-08	8Mar2008	21.63	28.72	4.8	22	30.5	4.9
2008	3	9	22.1	9.7	25	9.9	53.9	""	"no"	2008-03-09	9Mar2008	21.85	24.19	56.2	22.1	25	53.9
2008	3	10	21.6	9.9	31	10.5	10.4	""	"no"	2008-03-10	10Mar2008	21.39	29.47	12.2	21.6	31	10.4
2008	3	11	21.4	10.6	27.2	11	13	""	"no"	2008-03-11	11Mar2008	21.33	26.25	11.4	21.4	27.2	13
2008	3	12	21.1	11.1	28.8	11.8	1.7	""	"no"	2008-03-12	12Mar2008	20.82	27.54	1.8	21.1	28.8	1.7
2008	3	13	21	11.9	31.4	13	0.5	""	"no"	2008-03-13	13Mar2008	20.75	30.14	0.6	21	31.4	0.5
2008	3	14	21.4	13.1	32.1	14.3	0.1	""	"no"	2008-03-14	14Mar2008	21.21	30.43	0	21.4	32.1	0.1
2008	3	15	20.5	14.4	34	15.9	0.1	""	"no"	2008-03-15	15Mar2008	20.27	31.69	0	20.5	34	0.1
2008	3	16	20.6	16	31.4	1.6	1.5	""	"no"	2008-03-16	16Mar2008	20.36	29.95	1.4	20.6	31.4	1.5
2008	3	17	19	1.7	33.3	3.8	0.1	""	"no"	2008-03-17	17Mar2008	18.59	30.33	0	19	33.3	0.1
2008	3	18	20	4	34.8	6.8	0	""	"no"	2008-03-18	18Mar2008	19.68	32.48	0	20	34.8	0
2008	3	19	20.7	6.9	32.7	8.6	0	""	"no"	2008-03-19	19Mar2008	20.33	30.85	0	20.7	32.7	0
2008	3	20	20.9	8.8	32.5	10.1	3.4	""	"no"	2008-03-20	20Mar2008	20.54	30.51	3.6	20.9	32.5	3.4
2008	3	21	22.6	10.4	28.3	10.8	27.4	""	"no"	2008-03-21	21Mar2008	22.33	27.19	29	22.6	28.3	27.4
2008	3	22	22.7	10.8	27.4	11	58.4	""	"no"	2008-03-22	22Mar2008	22.42	26.25	62.2	22.7	27.4	58.4
2008	3	23	23.1	11.1	25.3	11.3	18.5	""	"no"	2008-03-23	23Mar2008	22.24	24.6	19	23.1	25.3	18.5
2008	3	24	22.4	11.4	29.6	11.9	11	""	"no"	2008-03-24	24Mar2008	22.12	28.02	11.8	22.4	29.6	11
2008	3	25	22.5	12	29.5	12.7	1.9	""	"no"	2008-03-25	25Mar2008	22.27	28.81	2	22.5	29.5	1.9
2008	3	26	21.5	12.8	29.1	13.8	2.7	""	"no"	2008-03-26	26Mar2008	21.36	28.2	2.6	21.5	29.1	2.7
2008	3	27	22	14.1	28	14.7	45	""	"no"	2008-03-27	27Mar2008	21.6	26.45	5.2	22	28	45
2008	3	28	21.5	14.9	28.7	15.6	4.7	""	"no"	2008-03-28	28Mar2008	21.57	26.57	5	21.5	28.7	4.7
2008	3	29	21.4	15.8	30.9	1.2	0.6	""	"no"	2008-03-29	29Mar2008	21.09	29.51	0.6	21.4	30.9	0.6
2008	3	30	21.6	1.4	29.7	2.2	1.5	""	"no"	2008-03-30	30Mar2008	21.42	28.15	1.8	21.6	29.7	1.5
2008	3	31	21.9	2.3	29	3.1	1.2	""	"no"	2008-03-31	31Mar2008	21.6	27.85	1.4	21.9	29	1.2
2008	4	1	21.8	3.4	30.8	4.2	4.6	""	"no"	2008-04-01	1Apr2008	21.54	29.29	5	21.8	30.8	4.6
2008	4	2	22.1	4.2	28.4	5	0.6	""	"no"	2008-04-02	2Apr2008	21.91	27.5	0.6	22.1	28.4	0.6
2008	4	3	22.5	5.1	31.5	6.3	1	""	"no"	2008-04-03	3Apr2008	22.21	30.09	1.2	22.5	31.5	1
2008	4	4	23.5	6.5	31.6	9	0.7	""	"no"	2008-04-04	4Apr2008	22.92	30.19	0.6	23.5	31.6	0.7
2008	4	5	22	9.1	28.8	9.7	4	""	"no"	2008-04-05	5Apr2008	21.66	28.07	4.6	22	28.8	4
2008	4	6	22.5	9.9	29	10.8	3.1	""	"no"	2008-04-06	6Apr2008	22.12	27.26	3.2	22.5	29	3.1
2008	4	7	21.5	10.8	32.5	12.1	0	""	"no"	2008-04-07	7Apr2008	21.21	30.66	0	21.5	32.5	0
2008	4	8	23.2	12.2	30.4	12.8	8	""	"no"	2008-04-08	8Apr2008	22.99	28.98	9	23.2	30.4	8
2008	4	9	23	12.8	29.3	13.3	35.1	""	"no"	2008-04-09	9Apr2008	22.68	28.2	36.4	23	29.3	35.1
2008	4	10	23	13.3	26.8	13.5	16.3	""	"no"	2008-04-10	10Apr2008	22.72	25.44	18.4	23	26.8	16.3
2008	4	11	23	13.5	31.9	14.3	5.4	""	"no"	2008-04-11	11Apr2008	22.62	30.28	6	23	31.9	5.4
2008	4	12	22.6	14.3	30.5	14.8	4.8	""	"no"	2008-04-12	12Apr2008	22.27	29.16	5.6	22.6	30.5	4.8
2008	4	13	22.5	14.9	30	15.7	26.1	""	"no"	2008-04-13	13Apr2008	22.3	29.11	25.8	22.5	30	26.1
2008	4	14	22.6	15.7	32.4	2.1	0.5	""	"no"	2008-04-14	14Apr2008	22.33	30.94	0.4	22.6	32.4	0.5
2008	4	15	23.1	2.1	30	3	10.5	""	"no"	2008-04-15	15Apr2008	22.82	28.59	11.6	23.1	30	10.5
2008	4	16	22.6	3	26	3.2	14	""	"no"	2008-04-16	16Apr2008	22.58	25.05	16	22.6	26	14
2008	4	17	23.2	3.2	28.7	3.4	32.3	""	"no"	2008-04-17	17Apr2008	22.92	27.26	34.4	23.2	28.7	32.3
2008	4	18	23	3.4	31.1	4.3	8.1	""	"no"	2008-04-18	18Apr2008	22.72	29.73	8.6	23	31.1	8.1
2008	4	19	23	4.4	30	4.9	2	""	"no"	2008-04-19	19Apr2008	22.72	28.94	2.2	23	30	2
2008	4	20	22.9	5.1	29.1	5.3	18.6	""	"no"	2008-04-20	20Apr2008	22.58	27.3	20.6	22.9	29.1	18.6
2008	4	21	23	5.4	30.6	5.8	19.7	""	"no"	2008-04-21	21Apr2008	22.82	28.98	21	23	30.6	19.7
2008	4	22	23.5	5.8	27	6	16.6	""	"no"	2008-04-22	22Apr2008	23.16	25.63	19.2	23.5	27	16.6
2008	4	23	23	6	26.6	6.1	25.3	""	"no"	2008-04-23	23Apr2008	22.68	24.87	25.2	23	26.6	25.3
2008	4	24	22.8	6.1	31.2	6.7	5.8	""	"no"	2008-04-24	24Apr2008	22.58	29.42	6.2	22.8	31.2	5.8
2008	4	25	23.7	6.7	31.7	7.8	0.3	""	"no"	2008-04-25	25Apr2008	23.03	30.7	0	23.7	31.7	0.3
2008	4	26	22	7.9	31.8	9.3	0.1	""	"no"	2008-04-26	26Apr2008	21.82	30.48	0	22	31.8	0.1
2008	4	27	22	9.3	29.8	10.2	0.8	""	"no"	2008-04-27	27Apr2008	21.69	29.07	1	22	29.8	0.8
2008	4	28	22.3	10.4	31.5	11.5	0.1	""	"no"	2008-04-28	28Apr2008	22.06	29.73	0.2	22.3	31.5	0.1
2008	4	29	22.9	11.6	31.6	12.7	1.5	""	"no"	2008-04-29	29Apr2008	22.58	29.86	1.6	22.9	31.6	1.5
2008	4	30	24	13.3	31.8	14.5	0.2	""	"no"	2008-04-30	30Apr2008	23.78	30.28	0.4	24	31.8	0.2
2008	5	1	23	15.1	31.7	16.4	1.8	""	"no"	2008-05-01	1May2008	22.75	30.19	2.4	23	31.7	1.8
2008	5	2	23	0	31.2	0.5	13.1	""	"no"	2008-05-02	2May2008	22.89	29.51	14.4	23	31.2	13.1
2008	5	3	23.6	0.5	29	0.6	67.8	""	"no"	2008-05-03	3May2008	22.72	27.58	72.6	23.6	29	67.8
2008	5	4	23	0.6	29	0.9	1.2	""	"no"	2008-05-04	4May2008	22.68	27.26	1	23	29	1.2
2008	5	5	22.7	0.9	30	1.1	6.6	""	"no"	2008-05-05	5May2008	22.51	28.55	7.6	22.7	30	6.6
2008	5	6	21.5	1.1	32.5	1.3	5.6	""	"no"	2008-05-06	6May2008	21.33	31.46	6	21.5	32.5	5.6
2008	5	7	22.7	1.3	32	1.6	0.2	""	"no"	2008-05-07	7May2008	22.45	30.61	0.2	22.7	32	0.2
2008	5	8	21.9	1.6	32	1.9	7.6	""	"no"	2008-05-08	8May2008	21.54	30.43	8	21.9	32	7.6
2008	5	9	21	1.9	31.9	2	2.1	""	"no"	2008-05-09	9May2008	20.75	30.55	2.4	21	31.9	2.1
2008	5	10	23.1	2.1	31	2.2	2.8	""	"no"	2008-05-10	10May2008	22.89	30.04	3	23.1	31	2.8
2008	5	11	22.5	2.3	31.1	2.4	30.9	""	"no"	2008-05-11	11May2008	22.27	29.38	34.4	22.5	31.1	30.9
2008	5	12	23	2.4	30.1	2.5	11.7	""	"no"	2008-05-12	12May2008	22.79	28.5	12	23	30.1	11.7
2008	5	13	23.4	2.5	29	2.6	7.5	""	"no"	2008-05-13	13May2008	23.06	27.23	8	23.4	29	7.5
2008	5	14	23.2	2.6	31.6	2.8	34.3	""	"no"	2008-05-14	14May2008	22.72	29.6	38	23.2	31.6	34.3
2008	5	15	22.9	2.8	29	2.9	0.3	""	"no"	2008-05-15	15May2008	22.62	27.3	6.2	22.9	29	0.3
2008	5	16	22.1	2.9	30.8	3.1	1.2	""	"no"	2008-05-16	16May2008	21.82	29.55	1.4	22.1	30.8	1.2
2008	5	17	22.5	3.1	29.3	3.1	24.6	""	"no"	2008-05-17	17May2008	22.24	28.85	26.4	22.5	29.3	24.6
2008	5	18	23.5	3.2	28	3.3	7.7	""	"no"	2008-05-18	18May2008	23.09	27.38	9.2	23.5	28	7.7
2008	5	19	23	3.3	28.3	3.3	3.4	""	"no"	2008-05-19	19May2008	22.68	27.3	3.2	23	28.3	3.4
2008	5	20	23	3.4	27.3	3.4	0.5	""	"no"	2008-05-20	20May2008	22.62	26.41	0.4	23	27.3	0.5
2008	5	21	22.6	3.4	26.7	3.5	5.9	""	"no"	2008-05-21	21May2008	22.36	25.75	6.2	22.6	26.7	5.9
2008	5	22	21	3.5	31.4	3.7	0.1	""	"no"	2008-05-22	22May2008	20.85	30.04	0.2	21	31.4	0.1
2008	5	23	21.6	3.7	28	3.8	24.2	""	"no"	2008-05-23	23May2008	21.45	27.03	23.8	21.6	28	24.2
2008	5	24	22	3.8	31.6	4	1.8	""	"no"	2008-05-24	24May2008	21.75	30.56	5	22	31.6	1.8
2008	5	25	22.1	4	29	4.1	21.3	""	"no"	2008-05-25	25May2008	22	27.94	20	22.1	29	21.3
2008	5	26	22	4.1	31.5	4.4	8.9	""	"no"	2008-05-26	26May2008	21.82	29.99	9.8	22	31.5	8.9
2008	5	27	22	4.4	30.5	4.6	7	""	"no"	2008-05-27	27May2008	21.72	29.55	7.8	22	30.5	7
2008	5	28	22.4	4.6	26.5	4.8	14.6	""	"no"	2008-05-28	28May2008	22.12	25.44	17.2	22.4	26.5	14.6
2008	5	29	23	4.8	28.5	4.9	53.7	""	"no"	2008-05-29	29May2008	22.72	27.46	56	23	28.5	53.7
2008	5	30	22.4	4.9	30.5	5.1	1.6	""	"no"	2008-05-30	30May2008	22.12	29.03	1.8	22.4	30.5	1.6
